time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,change_measure,social_worker_stability,number,percentage
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Social worker changes over 24 months,With two or more social worker changes,136,45
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Social worker changes across 12 months,Total,1329,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Social worker changes across 12 months,With no social worker change,571,43
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Social worker changes across 12 months,With one social worker change,423,32
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Social worker changes across 12 months,With two or more social worker changes,335,25
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Social worker changes over 24 months,Total,1329,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Social worker changes over 24 months,With no social worker change,317,24
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Social worker changes over 24 months,With one social worker change,387,29
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Social worker changes over 24 months,With two or more social worker changes,625,47
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Social worker changes across 12 months,Total,462,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Social worker changes across 12 months,With no social worker change,144,31
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Social worker changes across 12 months,With one social worker change,178,39
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Social worker changes across 12 months,With two or more social worker changes,140,30
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Social worker changes over 24 months,Total,462,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Social worker changes over 24 months,With no social worker change,61,13
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Social worker changes over 24 months,With one social worker change,149,32
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Social worker changes over 24 months,With two or more social worker changes,252,55
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Social worker changes across 12 months,Total,526,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Social worker changes across 12 months,With no social worker change,228,43
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Social worker changes across 12 months,With one social worker change,184,35
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Social worker changes across 12 months,With two or more social worker changes,114,22
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Social worker changes over 24 months,Total,526,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Social worker changes over 24 months,With no social worker change,98,19
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Social worker changes over 24 months,With one social worker change,161,31
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Social worker changes over 24 months,With two or more social worker changes,267,51
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Social worker changes across 12 months,Total,831,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Social worker changes across 12 months,With no social worker change,315,38
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Social worker changes across 12 months,With one social worker change,301,36
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Social worker changes across 12 months,With two or more social worker changes,215,26
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Social worker changes over 24 months,Total,831,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Social worker changes over 24 months,With no social worker change,101,12
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Social worker changes over 24 months,With one social worker change,173,21
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Social worker changes over 24 months,With two or more social worker changes,557,67
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Social worker changes across 12 months,Total,682,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Social worker changes across 12 months,With no social worker change,334,49
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Social worker changes across 12 months,With one social worker change,228,33
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Social worker changes across 12 months,With two or more social worker changes,120,18
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Social worker changes over 24 months,Total,682,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Social worker changes over 24 months,With no social worker change,174,26
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Social worker changes over 24 months,With one social worker change,207,30
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Social worker changes over 24 months,With two or more social worker changes,301,44
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Social worker changes across 12 months,Total,2109,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Social worker changes across 12 months,With no social worker change,671,32
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Social worker changes across 12 months,With one social worker change,741,35
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Social worker changes across 12 months,With two or more social worker changes,697,33
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Social worker changes over 24 months,Total,2109,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Social worker changes over 24 months,With no social worker change,188,9
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Social worker changes over 24 months,With one social worker change,526,25
