time_period,time_identifier,geographic_level,country_code,country_name,cla_group,population_group,characteristic,move_measure,school_stability,number,percentage
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Any moves,With no moves during the year,1350,87
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Any moves,With one or more moves during the year,200,13
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Mid-year moves,Total children,1550,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Mid-year moves,With no mid-year moves during the year,1410,91
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Mid-year moves,With one or more mid-year moves during the year,140,9
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Any moves,Total children,1950,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Any moves,With no moves during the year,1730,89
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Any moves,With one or more moves during the year,220,11
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Mid-year moves,Total children,1950,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Mid-year moves,With no mid-year moves during the year,1780,91
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Mid-year moves,With one or more mid-year moves during the year,170,9
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Any moves,Total children,210,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Any moves,With no moves during the year,190,90
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Any moves,With one or more moves during the year,20,10
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Mid-year moves,Total children,210,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Mid-year moves,With no mid-year moves during the year,200,94
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Mid-year moves,With one or more mid-year moves during the year,10,6
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Any moves,Total children,740,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Any moves,With no moves during the year,650,87
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Any moves,With one or more moves during the year,100,13
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Mid-year moves,Total children,740,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Mid-year moves,With no mid-year moves during the year,660,89
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Mid-year moves,With one or more mid-year moves during the year,80,11
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Any moves,Total children,300,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Any moves,With no moves during the year,260,87
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Any moves,With one or more moves during the year,40,13
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Mid-year moves,Total children,300,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Mid-year moves,With no mid-year moves during the year,270,92
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Mid-year moves,With one or more mid-year moves during the year,30,8
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Any moves,Total children,70,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Any moves,With no moves during the year,70,99
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Any moves,With one or more moves during the year,c,c
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Mid-year moves,Total children,70,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Mid-year moves,With no mid-year moves during the year,70,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Mid-year moves,With one or more mid-year moves during the year,0,0
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Any moves,Total children,630,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Any moves,With no moves during the year,570,91
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Any moves,With one or more moves during the year,60,9
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Mid-year moves,Total children,630,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Mid-year moves,With no mid-year moves during the year,580,92
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Mid-year moves,With one or more mid-year moves during the year,50,8
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Any moves,Total children,2960,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Any moves,With no moves during the year,2630,89
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Any moves,With one or more moves during the year,330,11
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Mid-year moves,Total children,2960,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Mid-year moves,With no mid-year moves during the year,2740,92
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Mid-year moves,With one or more mid-year moves during the year,230,8
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Any moves,Total children,850,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Any moves,With no moves during the year,740,87
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Any moves,With one or more moves during the year,110,13
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Mid-year moves,Total children,850,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Mid-year moves,With no mid-year moves during the year,770,91
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Mid-year moves,With one or more mid-year moves during the year,80,9
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Any moves,Total children,1450,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Any moves,With no moves during the year,1310,91
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Any moves,With one or more moves during the year,140,9
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Mid-year moves,Total children,1450,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Mid-year moves,With no mid-year moves during the year,1360,94
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Mid-year moves,With one or more mid-year moves during the year,90,6
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Any moves,Total children,670,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Any moves,With no moves during the year,580,87
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Any moves,With one or more moves during the year,90,13
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Mid-year moves,Total children,670,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Mid-year moves,With no mid-year moves during the year,610,91
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Mid-year moves,With one or more mid-year moves during the year,60,9
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Any moves,Total children,790,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Any moves,With no moves during the year,700,89
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Any moves,With one or more moves during the year,90,11
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Mid-year moves,Total children,790,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Mid-year moves,With no mid-year moves during the year,730,92
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Mid-year moves,With one or more mid-year moves during the year,70,8
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Any moves,Total children,30,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Any moves,With no moves during the year,30,82
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Any moves,With one or more moves during the year,10,18
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Mid-year moves,Total children,30,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Mid-year moves,With no mid-year moves during the year,30,82
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Mid-year moves,With one or more mid-year moves during the year,10,18
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6a. Refused,Any moves,Total children,10,100
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6a. Refused,Any moves,With no moves during the year,10,82
2019,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6a. Refused,Any moves,With one or more moves during the year,c,c
