time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,activity,number,percentage
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,Total information not known,8,11
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,"Total not in education, employment or training",20,27
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,Education other than higher education,11,48
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,Higher education i.e. studies beyond A level,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,In training or employment,7,30
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,Total,23,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,"Total in education, employment or training",18,78
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,Total information not known,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 17 to 18,"Total not in education, employment or training",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,Education other than higher education,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,In training or employment,25,32
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",11,14
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",7,9
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",10,13
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,Total,79,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,"Total in education, employment or training",51,65
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,Total information not known,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Aged 19 to 21,"Total not in education, employment or training",28,35
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,Education other than higher education,17,68
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,Higher education i.e. studies beyond A level,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,In training or employment,6,24
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,Total,25,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,"Total in education, employment or training",23,92
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,Total information not known,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 17 to 18,"Total not in education, employment or training",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,Education other than higher education,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,In training or employment,25,39
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",6,9
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",9,14
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",7,11
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,Total,64,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,"Total in education, employment or training",42,66
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,Total information not known,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,"Total not in education, employment or training",22,34
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,Education other than higher education,15,26
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,Higher education i.e. studies beyond A level,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,In training or employment,21,37
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",19,33
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,Total,57,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,"Total in education, employment or training",36,63
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,Total information not known,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,"Total not in education, employment or training",21,37
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,Education other than higher education,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,In training or employment,63,32
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",22,11
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",50,26
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",23,12
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,Total,196,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,"Total in education, employment or training",101,52
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,Total information not known,0,0
