time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Standards of care concern,20,2
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,All Placements,1500,3
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Allegation (s47),10,k
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Approval removed,c,c
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Carer requests placement end other than due to child's behaviour,80,5
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Carer requests placement ends due to child's behaviour,100,7
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Change in the status of a placement only,300,20
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Change to/Implementation of care plan,570,38
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Child requests placement to end,50,3
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Custody,c,c
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Other,330,22
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Resignation or closure of provision,20,1
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Responsible/Area authority requests placement to end,30,2
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Standards of care concern,20,1
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,All Placements,4820,9
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Allegation (s47),40,1
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Approval removed,30,1
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement end other than due to child's behaviour,270,6
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement ends due to child's behaviour,760,16
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change in the status of a placement only,610,13
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change to/Implementation of care plan,1490,31
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Child requests placement to end,260,5
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Custody,20,k
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Other,1130,23
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Resignation or closure of provision,40,1
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Responsible/Area authority requests placement to end,130,3
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Standards of care concern,50,1
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,All Placements,9020,16
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Allegation (s47),60,1
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Approval removed,70,1
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement end other than due to child's behaviour,520,6
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement ends due to child's behaviour,1230,14
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change in the status of a placement only,1300,14
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change to/Implementation of care plan,2920,32
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Child requests placement to end,400,4
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Custody,40,k
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Other,2070,23
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Resignation or closure of provision,80,1
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Responsible/Area authority requests placement to end,240,3
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Standards of care concern,110,1
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,All Placements,1210,2
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Allegation (s47),c,c
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Approval removed,10,1
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement end other than due to child's behaviour,60,5
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement ends due to child's behaviour,190,16
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change in the status of a placement only,120,10
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change to/Implementation of care plan,390,32
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Child requests placement to end,70,5
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Custody,30,2
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Other,300,25
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Resignation or closure of provision,10,1
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Responsible/Area authority requests placement to end,20,2
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Standards of care concern,10,k
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,All Placements,80,k
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Allegation (s47),0,0
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Approval removed,0,0
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement end other than due to child's behaviour,c,c
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement ends due to child's behaviour,10,11
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change in the status of a placement only,10,12
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change to/Implementation of care plan,30,38
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Child requests placement to end,c,c
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Custody,0,0
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Other,20,26
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Resignation or closure of provision,0,0
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Responsible/Area authority requests placement to end,c,c
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Standards of care concern,0,0
