"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","X","X.1"
"1553","Ofsted Social Care Provider Webpage","1280623",NA,"Children's home","16/10/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Wolverhampton","Wolverhampton South West","Private",3,"","","Wrottesley Care Limited","Full inspection","13/12/2022","08/02/2023",10257772,"Good","","","Good","Good",NA,NA
"1554","Ofsted Social Care Provider Webpage","2483718",NA,"Children's home","08/11/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Stockton-on-Tees","Stockton South","Private",5,"","","Josh's Place Limited","Full inspection","14/02/2023","29/03/2023",10224345,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1555","Ofsted Social Care Provider Webpage","2483789",NA,"Children's home","30/08/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wirral","Wirral West","Private",3,"","","Milestones Care Homes Ltd","Full inspection","13/12/2022","09/02/2023",10224346,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1556","Ofsted Social Care Provider Webpage","2483823",NA,"Children's home","29/10/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","Rutland and Melton","Private",3,"","","Esland North Limited","Full inspection","14/03/2023","26/04/2023",10224347,"Good","","","Good","Good",NA,NA
"1557","Ofsted Social Care Provider Webpage","2484682",NA,"Children's home","06/08/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Bury","Bury North","Private",3,"","","Next Stage 4Life LTD","Full inspection","20/04/2022","07/06/2022",10224355,"Good","","","Good","Good",NA,NA
"1558","Ofsted Social Care Provider Webpage","2490729",NA,"Children's home","11/06/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Stone","Private",3,"","","Horizon Care and Education Group Limited","Full inspection","15/06/2021","02/09/2021",10186103,"Good","","","Good","Good",NA,NA
"1559","Ofsted Social Care Provider Webpage","2494873",NA,"Children's home","11/12/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Sandwell","Warley","Private",3,"","","Accalia Care Services Ltd.","Full inspection","01/02/2023","06/04/2023",10224369,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1560","Ofsted Social Care Provider Webpage","SC454707",NA,"Children's home","08/10/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","South Gloucestershire","Filton and Bradley Stoke","Voluntary",7,"Short-break-only children's home","","Kids","Full inspection","31/01/2023","10/03/2023",10223465,"Good","","","Good","Requires improvement to be good",NA,NA
"1561","Ofsted Social Care Provider Webpage","2509452",NA,"Children's home","11/03/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wigan","Leigh","Private",3,"","","Horizon Care and Education Group Limited","Full inspection","08/02/2023","22/03/2023",10224441,"Good","","","Good","Good",NA,NA
"1562","Ofsted Social Care Provider Webpage","2514259",NA,"Children's home","26/03/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","New Forest East","Private",2,"","","Solent Childcare LTD","Full inspection","27/02/2023","06/04/2023",10224466,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1563","Ofsted Social Care Provider Webpage","2484441",NA,"Children's home","06/08/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Stoke-on-Trent","Stoke-on-Trent Central","Local Authority",2,"","","Stoke On Trent City Council","Full inspection","14/09/2021","18/10/2021",10186335,"Good","","","Good","Good",NA,NA
"1564","Ofsted Social Care Provider Webpage","2484586",NA,"Children's home","06/08/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Stoke-on-Trent","Stoke-on-Trent Central","Local Authority",2,"","","Stoke On Trent City Council","Full inspection","13/12/2022","03/02/2023",10224354,"Good","","","Good","Good",NA,NA
"1565","Ofsted Social Care Provider Webpage","2490938",NA,"Children's home","07/08/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Hillingdon","Uxbridge and South Ruislip","Local Authority",5,"","","London Borough of Hillingdon","Full inspection","17/08/2022","18/10/2022",10224358,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1566","Ofsted Social Care Provider Webpage","SC038526",NA,"Children's home","10/01/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Walsall","Aldridge-Brownhills","Private",9,"","","Progress Children's Services Limited","Full inspection","28/06/2022","08/08/2022",10222734,"Good","","","Good","Requires improvement to be good",NA,NA
"1567","Ofsted Social Care Provider Webpage","SC039070",NA,"Children's home","30/10/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Stockport","Hazel Grove","Local Authority",5,"","","Stockport Metropolitan Borough Council","Full inspection","14/02/2022","25/03/2022",10185599,"Good","","","Good","Requires improvement to be good",NA,NA
"1568","Ofsted Social Care Provider Webpage","SC040191",NA,"Children's home","18/11/2002","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","Norwich North","Voluntary",4,"","","Break","Full inspection","12/07/2022","25/08/2022",10222760,"Good","","","Good","Good",NA,NA
"1569","Ofsted Social Care Provider Webpage","SC040491",NA,"Children's home","15/07/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Cornwall","South East Cornwall","Local Authority",5,"Short-break-only children's home","","Cornwall Council","Full inspection","28/09/2021","28/10/2021",10186540,"Good","","","Good","Good",NA,NA
"1570","Ofsted Social Care Provider Webpage","SC066250",NA,"Children's home","01/12/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Bristol","Bristol East","Private",3,"","","Headway Adolescent Resources Limited","Full inspection","12/04/2022","20/05/2022",10222962,"Good","","","Good","Good",NA,NA
"1571","Ofsted Social Care Provider Webpage","1272461",NA,"Children's home","17/02/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Haringey","Hornsey and Wood Green","Private",4,"","","Area Camden Limited ","Full inspection","15/02/2023","13/04/2023",10224277,"Good","","","Good","Good",NA,NA
"1572","Ofsted Social Care Provider Webpage","1273663",NA,"Children's home","20/03/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Ladywood","Voluntary",12,"","","Birmingham Children's Trust Community Interest Company","Full inspection","13/09/2022","04/11/2022",10244007,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1573","Ofsted Social Care Provider Webpage","SC037521",NA,"Children's home","24/04/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Rotherham","Rotherham","Local Authority",9,"Short-break-only children's home","","Rotherham Metropolitan Borough Council","Full inspection","07/02/2023","21/03/2023",10222718,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1574","Ofsted Social Care Provider Webpage","SC037647",NA,"Children's home","03/03/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Knowsley","Knowsley","Local Authority",3,"Short-break-only children's home","","Knowsley Metropolitan Borough Council","Full inspection","08/02/2023","24/03/2023",10222721,"Good","","","Good","Good",NA,NA
"1575","Ofsted Social Care Provider Webpage","2565716",NA,"Children's home","26/11/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Middlesbrough","Middlesbrough","Local Authority",4,"","","Middlesbrough Borough Council","Full inspection","14/02/2023","30/03/2023",10224689,"Good","","","Good","Outstanding",NA,NA
"1576","Ofsted Social Care Provider Webpage","2567272",NA,"Children's home","05/08/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Knowsley","St Helens South and Whiston","Private",3,"","","Omega care Group LTD","Full inspection","06/04/2022","20/05/2022",10224695,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1577","Ofsted Social Care Provider Webpage","2567607",NA,"Children's home","03/02/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","Loughborough","Private",7,"","","Almond Care Children's Services Limited","Full inspection","13/12/2022","26/01/2023",10224697,"Outstanding","","","Outstanding","Good",NA,NA
"1578","Ofsted Social Care Provider Webpage","2567789",NA,"Children's home","03/04/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","South Ribble","Private",2,"","","New Horizons (NW) Ltd","Full inspection","12/07/2022","07/09/2022",10224700,"Good","","","Good","Good",NA,NA
"1579","Ofsted Social Care Provider Webpage","SC040642",NA,"Children's home","19/11/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Surrey","Guildford","Local Authority",5,"","","Surrey County Council","Full inspection","15/02/2023","29/03/2023",10222771,"Good","","","Good","Good",NA,NA
"1580","Ofsted Social Care Provider Webpage","SC042147",NA,"Children's home","20/03/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","West Sussex","East Worthing and Shoreham","Private",6,"","","Child First Limited","Full inspection","18/01/2023","01/03/2023",10222779,"Good","","","Good","Good",NA,NA
"1581","Ofsted Social Care Provider Webpage","SC037861",NA,"Children's home","05/09/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Darlington","Darlington","Local Authority",3,"","","Darlington Borough Council","Full inspection","20/06/2022","17/08/2022",10222725,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1582","Ofsted Social Care Provider Webpage","SC402426",NA,"Children's home","01/12/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Herefordshire","Hereford and South Herefordshire","Private",5,"","","Aspris Children's Services Limited","Full inspection","26/07/2021","07/09/2021",10185850,"Good","","","Good","Good",NA,NA
"1583","Ofsted Social Care Provider Webpage","SC403890",NA,"Children's home","20/05/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Leeds","Leeds West","Private",4,"","","The Partnership Of Care Today","Full inspection","02/08/2022","21/09/2022",10223222,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1584","Ofsted Social Care Provider Webpage","SC405285",NA,"Children's home","11/01/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Sunderland","Sunderland Central","Voluntary",4,"","","North East Autism Society","Full inspection","16/05/2022","28/06/2022",10223228,"Good","","","Good","Good",NA,NA
"1585","Ofsted Social Care Provider Webpage","SC405977",NA,"Children's home","15/01/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Telford and Wrekin","Telford","Private",2,"","","Reflexion Care Group Limited","Full inspection","13/07/2021","27/08/2021",10187166,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1586","Ofsted Social Care Provider Webpage","SC053145",NA,"Children's home","02/10/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Morecambe and Lunesdale","Private",3,"","","Partners in Care Limited","Full inspection","05/12/2022","25/01/2023",10254388,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1587","Ofsted Social Care Provider Webpage","SC053529",NA,"Children's home","18/12/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Peterborough","Peterborough","Private",6,"","","The Beeches UK Limited","Full inspection","20/07/2022","06/09/2022",10222819,"Good","","","Good","Good",NA,NA
"1588","Ofsted Social Care Provider Webpage","2570055",NA,"Children's home","25/08/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Stone","Private",3,"","","Esland North Limited","Full inspection","25/05/2021","29/06/2021",10186039,"Good","","","Good","Requires improvement to be good",NA,NA
"1589","Ofsted Social Care Provider Webpage","2571759",NA,"Children's home","11/02/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Kirklees","Batley and Spen","Private",4,"","","Northern Community Pathways Childrens Residential Services Limited","Full inspection","25/01/2023","10/03/2023",10224730,"Good","","","Good","Requires improvement to be good",NA,NA
"1590","Ofsted Social Care Provider Webpage","2576346",NA,"Children's home","21/09/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Richmond upon Thames","Twickenham","Voluntary",5,"","","Achieving For Children Community Interest Company","Full inspection","14/06/2022","26/07/2022",10224748,"Good","","","Good","Good",NA,NA
"1591","Ofsted Social Care Provider Webpage","2577151",NA,"Children's home","03/02/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Burton","Private",4,"","","Cedarways Residential Child Care  Larkhill House Limited","Full inspection","10/01/2023","21/03/2023",10224752,"Good","","","Good","Good",NA,NA
