time_period,time_identifier,geographic_level,country_code,country_name,care_leaver_age,cla_group,characteristic,activity_type,number,percentage
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),c,c
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,Information not known,c,c
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",c,c
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,Total care leavers,10,100
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Education other than higher education,580,9
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,430,7
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,In an apprenticeship,100,2
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,In training or employment,z,z
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),1810,28
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Information not known,580,9
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,"Not in education, employment or training",2980,46
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Total care leavers,6480,100
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Education other than higher education,70,39
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Higher education i.e. studies beyond A level,10,4
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,In an apprenticeship,c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,In training or employment,z,z
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,In training or employment (excl. apprenticeship),10,7
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Information not known,70,37
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,"Not in education, employment or training",20,12
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Total care leavers,180,100
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Education other than higher education,20,31
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Higher education i.e. studies beyond A level,0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In an apprenticeship,0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment,z,z
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment (excl. apprenticeship),10,12
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Information not known,20,28
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,"Not in education, employment or training",20,29
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Total care leavers,80,100
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Education other than higher education,10,43
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Higher education i.e. studies beyond A level,0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,In an apprenticeship,c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,In training or employment,z,z
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,In training or employment (excl. apprenticeship),c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Information not known,c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,"Not in education, employment or training",c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Total care leavers,10,100
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Education other than higher education,10,19
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Higher education i.e. studies beyond A level,0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,In an apprenticeship,0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,In training or employment,z,z
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,In training or employment (excl. apprenticeship),c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Information not known,10,19
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,"Not in education, employment or training",20,49
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Total care leavers,40,100
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Education other than higher education,50,41
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In an apprenticeship,0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment,z,z
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),20,14
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Information not known,30,25
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,"Not in education, employment or training",20,16
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Total care leavers,110,100
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Education other than higher education,0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Higher education i.e. studies beyond A level,0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,In an apprenticeship,0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,In training or employment,z,z
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,In training or employment (excl. apprenticeship),0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Information not known,c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,"Not in education, employment or training",0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Total care leavers,c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Education other than higher education,20,37
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Higher education i.e. studies beyond A level,c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,In an apprenticeship,0,0
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,In training or employment,z,z
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,In training or employment (excl. apprenticeship),c,c
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Information not known,10,30
2022,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,"Not in education, employment or training",10,16
