URN,Provision Type,LA,Sector,GOR,Max/Estimated Places
SC034152,Children's Home,North Yorkshire,Local Authority,Yorkshire and The Humber,5
SC430587,Children's Home,Northamptonshire,Private,East Midlands,4
SC441865,Children's Home,Nottinghamshire,Voluntary,East Midlands,4
SC066072,Children's Home,Oldham,Private,North West,3
SC033896,Children's Home,Oxfordshire,Local Authority,South East,6
SC036383,Children's Home,Oxfordshire,Local Authority,South East,6
SC470894,Children's Home,Oxfordshire,Private,South East,4
SC037381,Children's Home,Reading,Local Authority,South East,5
SC038117,Children's Home,Redbridge,Voluntary,London,4
SC476512,Children's Home,Redcar & Cleveland,Private,North East,5
SC411030,Children's Home,Rochdale,Private,North West,3
SC456413,Children's Home,Rochdale,Private,North West,1
SC456532,Children's Home,Rochdale,Private,North West,2
SC468685,Children's Home,Rochdale,Private,North West,6
SC033587,Children's Home,Rotherham,Local Authority,Yorkshire and The Humber,6
SC040733,Children's Home,Salford,Local Authority,North West,4
SC062937,Children's Home,Sefton,Local Authority,North West,4
SC051947,Children's Home,Sefton,Private,North West,2
SC423460,Children's Home,Sefton,Private,North West,3
SC039414,Children's Home,Sheffield,Local Authority,Yorkshire and The Humber,4
SC020595,Children's Home,Shropshire,Private,West Midlands,4
SC366107,Children's Home,Shropshire,Private,West Midlands,3
SC443708,Children's Home,Shropshire,Private,West Midlands,4
SC449245,Children's Home,Shropshire,Private,West Midlands,2
SC476252,Children's Home,Shropshire,Private,West Midlands,5
SC476261,Children's Home,Shropshire,Private,West Midlands,5
SC031537,Children's Home,Slough,Local Authority,South East,6
SC065486,Children's Home,Slough,Local Authority,South East,7
SC064412,Children's Home,Slough,Private,South East,6
SC066055,Children's Home,Somerset,Local Authority,South West,2
SC039274,Children's Home,Somerset,Private,South West,2
SC363395,Children's Home,Somerset,Private,South West,4
SC396056,Children's Home,Somerset,Private,South West,2
SC458189,Children's Home,Somerset,Private,South West,2
SC477040,Children's Home,Somerset,Private,South West,3
SC389174,Children's Home,Southampton,Private,South East,8
SC454265,Children's Home,St. Helens,Private,North West,1
SC022447,Children's Home,St. Helens,Voluntary,North West,7
SC415138,Children's Home,Staffordshire,Local Authority,West Midlands,6
SC005039,Children's Home,Staffordshire,Private,West Midlands,2
SC411054,Children's Home,Staffordshire,Private,West Midlands,2
SC415347,Children's Home,Staffordshire,Private,West Midlands,3
SC434520,Children's Home,Staffordshire,Private,West Midlands,4
SC065374,Children's Home,Stockport,Private,North West,5
SC008575,Children's Home,Stockport,Voluntary,North West,5
SC008596,Children's Home,Stockport,Voluntary,North West,8
SC025714,Children's Home,Stockport,Voluntary,North West,5
SC381089,Children's Home,Stoke on Trent,Local Authority,West Midlands,2
SC454707,Children's Home,South Gloucestershire,Voluntary,South West,7
SC420587,Children's Home,South Tyneside,Voluntary,North East,4
SC042446,Children's Home,Southampton,Voluntary,South East,12
SC022440,Children's Home,St. Helens,Private,North West,1
SC022442,Children's Home,St. Helens,Private,North West,2
SC061368,Children's Home,St. Helens,Private,North West,4
SC066917,Children's Home,Staffordshire,Private,West Midlands,2
SC373693,Children's Home,Staffordshire,Private,West Midlands,3
SC376211,Children's Home,Staffordshire,Private,West Midlands,6
SC404983,Children's Home,Staffordshire,Private,West Midlands,2
SC420876,Children's Home,Staffordshire,Private,West Midlands,4
SC428750,Children's Home,Staffordshire,Private,West Midlands,3
SC464402,Children's Home,Staffordshire,Private,West Midlands,3
SC464986,Children's Home,Staffordshire,Private,West Midlands,3
SC471581,Children's Home,Staffordshire,Private,West Midlands,2
SC008600,Children's Home,Stockport,Private,North West,6
SC400355,Children's Home,Stockport,Private,North West,3
SC407169,Children's Home,Stockport,Private,North West,4
SC035380,Children's Home,Stockton on Tees,Local Authority,North East,6
SC458021,Children's Home,Stoke on Trent,Local Authority,West Midlands,2
SC008268,Children's Home,Stoke on Trent,Private,West Midlands,2
SC008325,Children's Home,Stoke on Trent,Private,West Midlands,1
SC358654,Children's Home,Stoke on Trent,Private,West Midlands,2
SC062644,Children's Home,Sunderland,Local Authority,North East,6
SC040642,Children's Home,Surrey,Local Authority,South East,7
SC013613,Children's Home,Surrey,Private,South East,5
SC013828,Children's Home,Surrey,Voluntary,South East,6
SC368821,Children's Home,Sutton,Private,London,6
SC437171,Children's Home,Swindon,Private,South West,5
SC043697,Children's Home,Tameside,Private,North West,7
SC369144,Children's Home,Tameside,Private,North West,6
SC480161,Children's Home,Tameside,Private,North West,6
SC063380,Children's Home,Telford & Wrekin,Private,West Midlands,4
SC457318,Children's Home,Torbay,Private,South West,2
SC034162,Children's Home,Wakefield,Local Authority,Yorkshire and The Humber,7
SC062573,Children's Home,Wakefield,Local Authority,Yorkshire and The Humber,7
SC428084,Children's Home,Wakefield,Local Authority,Yorkshire and The Humber,7
SC445690,Children's Home,Walsall,Private,West Midlands,3
SC007286,Children's Home,Waltham Forest,Private,London,5
SC037302,Children's Home,Warrington,Local Authority,North West,3
SC472164,Children's Home,West Berkshire (Newbury),Private,South East,4
SC390785,Children's Home,West Sussex,Private,South East,3
SC051856,Children's Home,Wigan,Local Authority,North West,4
SC059717,Children's Home,Wiltshire,Private,South West,6
SC060118,Children's Home,Wiltshire,Private,South West,1
SC359846,Children's Home,Wolverhampton,Private,West Midlands,5
SC466515,Children's Home,Wolverhampton,Private,West Midlands,3
SC474724,Children's Home,Wolverhampton,Private,West Midlands,3
SC063550,Children's Home,St. Helens,Local Authority,North West,6
SC022437,Children's Home,St. Helens,Private,North West,1
SC022464,Children's Home,St. Helens,Private,North West,1
SC063284,Children's Home,St. Helens,Private,North West,5
SC460761,Children's Home,St. Helens,Private,North West,1
SC047483,Children's Home,Staffordshire,Private,West Midlands,2
SC366104,Children's Home,Staffordshire,Private,West Midlands,3
SC378187,Children's Home,Staffordshire,Private,West Midlands,2
SC437128,Children's Home,Staffordshire,Private,West Midlands,3
SC470413,Children's Home,Staffordshire,Private,West Midlands,2
SC478729,Children's Home,Staffordshire,Private,West Midlands,3
SC478852,Children's Home,Staffordshire,Private,West Midlands,3
SC478991,Children's Home,Staffordshire,Private,West Midlands,4
SC408369,Children's Home,Stoke on Trent,Local Authority,West Midlands,2
SC008269,Children's Home,Stoke on Trent,Private,West Midlands,3
SC383317,Children's Home,Stoke on Trent,Private,West Midlands,2
SC452385,Children's Home,Stoke on Trent,Private,West Midlands,3
SC429748,Children's Home,Suffolk,Private,East of England,4
SC433451,Children's Home,Sunderland,Voluntary,North East,6
SC446957,Children's Home,Sunderland,Voluntary,North East,4
SC474585,Children's Home,Richmond upon Thames,Local Authority,London,2
SC062309,Children's Home,Tameside,Private,North West,6
SC430239,Children's Home,Tameside,Private,North West,5
SC434413,Children's Home,Tameside,Private,North West,3
SC372630,Children's Home,Telford & Wrekin,Private,West Midlands,2
SC398480,Children's Home,Telford & Wrekin,Private,West Midlands,4
SC438427,Children's Home,Telford & Wrekin,Private,West Midlands,2
SC469467,Children's Home,Telford & Wrekin,Private,West Midlands,4
SC456910,Children's Home,Torbay,Private,South West,2
SC458746,Children's Home,Walsall,Private,West Midlands,3
SC369178,Children's Home,Waltham Forest,Private,London,6
SC037441,Children's Home,West Sussex,Local Authority,South East,6
SC037452,Children's Home,West Sussex,Local Authority,South East,6
SC067753,Children's Home,West Sussex,Local Authority,South East,16
SC038522,Children's Home,West Sussex,Private,South East,5
SC036081,Independent Fostering Agency,Newcastle,Private,North East,0
SC060642,Independent Fostering Agency,Staffordshire,Private,West Midlands,0
SC384541,Independent Fostering Agency,Stoke on Trent,Private,West Midlands,0
SC038843,Independent Fostering Agency,Suffolk,Private,East of England,0
SC464497,Independent Fostering Agency,Worcestershire,Private,West Midlands,0
SC369075,Residential Family Centre,Central Bedfordshire,Private,East of England,7
SC418071,Residential Family Centre,Worcestershire,Voluntary,West Midlands,7
SC473713,Residential Special School,Barnsley,Voluntary,Yorkshire and The Humber,16
SC056736,Residential Special School,East Riding of Yorkshire,Local Authority,Yorkshire and The Humber,19
SC054500,Residential Special School,Gateshead,Local Authority,North East,14
SC012457,Residential Special School,Hampshire,Local Authority,South East,10
SC001535,Residential Special School,Leeds,Voluntary,Yorkshire and The Humber,65
SC031481,Residential Special School,Somerset,Private,South West,100
SC363144,Residential Special School,Surrey,Private,South East,17
SC013927,Residential Special School,Surrey,Voluntary,South East,105
SC026910,Residential special school (>295 days/year),Dorset,Private,South West,68
SC458070,Residential special school (>295 days/year),Gloucestershire,Private,South West,40
SC061928,Residential special school (>295 days/year),Manchester,Private,North West,8
SC432843,Residential special school (>295 days/year),Newcastle,Voluntary,North East,7
SC005048,Residential special school (>295 days/year),Staffordshire,Private,West Midlands,8
SC391860,Residential special school (>295 days/year),Staffordshire,Private,West Midlands,14
SC035518,Residential special school (>295 days/year),Stockport,Voluntary,North West,28
SC020558,Residential special school (>295 days/year),Telford & Wrekin,Private,West Midlands,22
SC477209,Children's Home,Staffordshire,Private,West Midlands,3
SC037423,Secure Children's Home,Surrey,Local Authority,South East,7
SC051835,Voluntary Adoption Agency,Durham,Voluntary,North East,0
SC038930,Independent Fostering Agency,Southampton,Private,South East,0
SC068494,Independent Fostering Agency,Warwickshire,Private,West Midlands,0
SC036627,Independent Fostering Agency,Wolverhampton,Private,West Midlands,0
SC360525,Independent Fostering Agency,Worcestershire,Private,West Midlands,0
SC466934,Independent Fostering Agency,Worcestershire,Private,West Midlands,0
SC047520,Residential Family Centre,Coventry,Voluntary,West Midlands,12
SC356322,Residential Family Centre,Redbridge,Private,London,7
SC446588,Residential Family Centre,Waltham Forest,Private,London,7
SC002015,Residential Special School,"Derby, City of",Voluntary,East Midlands,44
SC012597,Residential Special School,Isle of Wight,Voluntary,South East,94
SC041408,Residential Special School,Northumberland,Voluntary,North East,20
SC013056,Residential Special School,Oxfordshire,Local Authority,South East,12
SC038087,Residential Special School,Plymouth,Local Authority,South West,15
SC042411,Residential Special School,Solihull,Local Authority,West Midlands,17
SC024610,Residential Special School,Suffolk,Academy,East of England,23
SC013899,Residential Special School,Surrey,Academy,South East,22
SC413992,Residential special school (>295 days/year),East Sussex,Private,South East,11
SC401603,Residential special school (>295 days/year),Lancashire,Private,North West,15
SC044562,Residential special school (>295 days/year),Lincolnshire,Private,East Midlands,39
SC066565,Residential special school (>295 days/year),North Lincolnshire,Private,Yorkshire and The Humber,26
SC401364,Residential special school (>295 days/year),Shropshire,Private,West Midlands,92
SC461363,Residential special school (>295 days/year),Surrey,Voluntary,South East,40
SC031490,Secure Children's Home,East Sussex,Local Authority,South East,7
SC048462,Voluntary Adoption Agency,Bristol City,Voluntary,South West,0
SC051829,Voluntary Adoption Agency,Dudley,Voluntary,West Midlands,0
SC062252,Voluntary Adoption Agency,Lewisham,Voluntary,London,0
SC067761,Voluntary Adoption Agency,Liverpool,Voluntary,North West,0
SC049107,Voluntary Adoption Agency,Milton Keynes,Voluntary,South East,0
SC394569,Voluntary Adoption Agency,Solihull,Voluntary,West Midlands,0
SC067331,Residential Family Centre,Waltham Forest,Private,London,7
SC047220,Residential Family Centre,Wandsworth,Voluntary,London,5
SC001038,Residential Special School,Calderdale,Voluntary,Yorkshire and The Humber,64
SC041918,Residential Special School,Cheshire East,Local Authority,North West,32
SC041223,Residential Special School,Cornwall,Academy,South West,25
