time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percent
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Resignation or closure of provision,10,k
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Responsible/Area authority requests placement to end,80,2
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Standards of care concern,30,1
2020,Reporting year,National,E92000001,England,Category of need,Total,All Placements,58260,100
2020,Reporting year,National,E92000001,England,Category of need,Total,Allegation (s47),490,1
2020,Reporting year,National,E92000001,England,Category of need,Total,Approval removed,290,k
2020,Reporting year,National,E92000001,England,Category of need,Total,Carer requests placement end other than due to child's behaviour,3090,5
2020,Reporting year,National,E92000001,England,Category of need,Total,Carer requests placement ends due to child's behaviour,6290,11
2020,Reporting year,National,E92000001,England,Category of need,Total,Change in the status of a placement only,9970,17
2020,Reporting year,National,E92000001,England,Category of need,Total,Change to/Implementation of care plan,19540,34
2020,Reporting year,National,E92000001,England,Category of need,Total,Child requests placement to end,2350,4
2020,Reporting year,National,E92000001,England,Category of need,Total,Custody,190,k
2020,Reporting year,National,E92000001,England,Category of need,Total,Other,14060,24
2020,Reporting year,National,E92000001,England,Category of need,Total,Resignation or closure of provision,350,1
2020,Reporting year,National,E92000001,England,Category of need,Total,Responsible/Area authority requests placement to end,1040,2
2020,Reporting year,National,E92000001,England,Category of need,Total,Standards of care concern,610,1
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,All Placements,9550,16
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Allegation (s47),20,k
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Approval removed,40,k
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Carer requests placement end other than due to child's behaviour,600,6
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Carer requests placement ends due to child's behaviour,780,8
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change in the status of a placement only,1080,11
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change to/Implementation of care plan,3430,36
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Child requests placement to end,190,2
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Custody,30,k
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Other,3140,33
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Resignation or closure of provision,20,k
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Responsible/Area authority requests placement to end,180,2
2020,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Standards of care concern,60,1
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,All Placements,9720,17
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Allegation (s47),80,1
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Approval removed,40,k
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement end other than due to child's behaviour,630,6
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement ends due to child's behaviour,1280,13
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change in the status of a placement only,1180,12
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change to/Implementation of care plan,3210,33
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Child requests placement to end,380,4
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Custody,50,1
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Other,2490,26
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Resignation or closure of provision,40,k
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Responsible/Area authority requests placement to end,210,2
2020,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Standards of care concern,130,1
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,All Placements,14470,25
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Allegation (s47),110,1
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Approval removed,120,1
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement end other than due to child's behaviour,800,6
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement ends due to child's behaviour,1840,13
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change in the status of a placement only,2230,15
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change to/Implementation of care plan,4660,32
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Child requests placement to end,640,4
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Custody,70,k
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Other,3450,24
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Resignation or closure of provision,100,1
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Responsible/Area authority requests placement to end,280,2
2020,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Standards of care concern,170,1
2020,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,All Placements,10490,18
2020,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Allegation (s47),110,1
2020,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Approval removed,50,k
2020,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement end other than due to child's behaviour,470,4
2020,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement ends due to child's behaviour,1030,10
2020,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change in the status of a placement only,1870,18
2020,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change to/Implementation of care plan,3810,36
2020,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Child requests placement to end,460,4
