time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,placement_stability,number,percentage
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA on 31 March,Total children,129,100
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA on 31 March,With 3 or more placements during the year,14,11
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",49,70
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,70,100
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 2 years on 31 March,Total children,162,100
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,34,21
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA on 31 March,Total children,239,100
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA on 31 March,With 3 or more placements during the year,23,10
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",43,66
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,65,100
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 2 years on 31 March,Total children,221,100
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,52,24
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA on 31 March,Total children,318,100
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA on 31 March,With 3 or more placements during the year,26,8
2020,Reporting year,National,E92000001,England,,,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",18410,68
2020,Reporting year,National,E92000001,England,,,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,27170,100
2020,Reporting year,National,E92000001,England,,,,,,CLA 2 years on 31 March,Total children,57630,100
2020,Reporting year,National,E92000001,England,,,,,,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,13540,23
2020,Reporting year,National,E92000001,England,,,,,,CLA on 31 March,Total children,80000,100
2020,Reporting year,National,E92000001,England,,,,,,CLA on 31 March,With 3 or more placements during the year,8700,11
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1270,69
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,1840,100
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,CLA 2 years on 31 March,Total children,3980,100
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,920,23
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,CLA on 31 March,Total children,5720,100
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,CLA on 31 March,With 3 or more placements during the year,580,10
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",4000,68
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,5850,100
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,CLA 2 years on 31 March,Total children,11330,100
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,2580,23
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,CLA on 31 March,Total children,15130,100
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,CLA on 31 March,With 3 or more placements during the year,1450,10
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",2110,66
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,3180,100
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CLA 2 years on 31 March,Total children,6490,100
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,1530,24
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CLA on 31 March,Total children,8970,100
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CLA on 31 March,With 3 or more placements during the year,1020,11
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1410,68
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,2060,100
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,CLA 2 years on 31 March,Total children,4310,100
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,910,21
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,CLA on 31 March,Total children,6100,100
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,CLA on 31 March,With 3 or more placements during the year,620,10
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",2750,68
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,4050,100
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,CLA 2 years on 31 March,Total children,8240,100
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,1870,23
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,CLA on 31 March,Total children,10680,100
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,CLA on 31 March,With 3 or more placements during the year,1120,10
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1530,69
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,2220,100
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA 2 years on 31 March,Total children,4840,100
